timestamp,rss_kb,cpu_pct
2026-08-17T14:09:03.739Z,187336,19.2
2026-08-17T14:09:04.746Z,189016,19.2
2026-08-17T14:09:05.754Z,188128,19.3
2026-08-17T14:09:06.761Z,190240,19.4
2026-08-17T14:09:07.769Z,188316,19.4
2026-08-17T14:09:08.776Z,187152,19.5
2026-08-17T14:09:09.783Z,189688,19.5
2026-08-17T14:09:10.789Z,186964,19.5
2026-08-17T14:09:11.797Z,187512,19.5
2026-08-17T14:09:12.804Z,188780,19.5
2026-08-17T14:09:13.811Z,188044,19.5
2026-08-17T14:09:14.817Z,190204,19.5
2026-08-17T14:09:15.824Z,190204,19.5
2026-08-17T14:09:16.833Z,186964,19.5
2026-08-17T14:09:17.841Z,187136,19.5
2026-08-17T14:09:18.847Z,188444,19.5
2026-08-17T14:09:19.854Z,190432,19.5
2026-08-17T14:09:20.863Z,189916,19.6
2026-08-17T14:09:21.871Z,189336,19.6
2026-08-17T14:09:22.878Z,190932,19.6
2026-08-17T14:09:23.884Z,187160,19.6
2026-08-17T14:09:24.891Z,187160,19.6
2026-08-17T14:09:25.899Z,189492,19.6
2026-08-17T14:09:26.906Z,189492,19.6
2026-08-17T14:09:27.914Z,189852,19.6
2026-08-17T14:09:28.921Z,187160,19.6
2026-08-17T14:09:29.930Z,187160,19.6
2026-08-17T14:09:30.940Z,187160,19.6
2026-08-17T14:09:31.947Z,188616,19.6
2026-08-17T14:09:32.953Z,189648,19.7
2026-08-17T14:09:33.961Z,189648,19.7
2026-08-17T14:09:34.968Z,189648,19.7
2026-08-17T14:09:35.975Z,189572,19.7
2026-08-17T14:09:36.981Z,189760,19.7
2026-08-17T14:09:37.988Z,189932,19.6
2026-08-17T14:09:38.996Z,189508,19.6
2026-08-17T14:09:40.003Z,189868,19.6
2026-08-17T14:09:41.010Z,191104,19.6
2026-08-17T14:09:42.016Z,187160,19.6
2026-08-17T14:09:43.023Z,188272,19.6
2026-08-17T14:09:44.033Z,188976,19.6
2026-08-17T14:09:45.040Z,189336,19.6
2026-08-17T14:09:46.047Z,189336,19.5
2026-08-17T14:09:47.053Z,189412,19.5
2026-08-17T14:09:48.060Z,189412,19.4
2026-08-17T14:09:49.067Z,189412,19.4
2026-08-17T14:09:50.074Z,189412,19.3
2026-08-17T14:09:51.080Z,189412,19.3
2026-08-17T14:09:52.087Z,189412,19.3
2026-08-17T14:09:53.094Z,189412,19.2
2026-08-17T14:09:54.101Z,189412,19.2
2026-08-17T14:09:55.108Z,189412,19.1
2026-08-17T14:09:56.115Z,189412,19.1
2026-08-17T14:09:57.121Z,189412,19.0
2026-08-17T14:09:58.129Z,189412,19.0
2026-08-17T14:09:59.136Z,189412,19.0
2026-08-17T14:10:00.143Z,123536,18.9
2026-08-17T14:10:01.149Z,123536,18.9
2026-08-17T14:10:02.155Z,123536,18.8
2026-08-17T14:10:03.162Z,123536,18.8
2026-08-17T14:10:04.169Z,123536,18.8
2026-08-17T14:10:05.176Z,123536,18.7
2026-08-17T14:10:06.182Z,123536,18.7
2026-08-17T14:10:07.189Z,123536,18.6
2026-08-17T14:10:08.197Z,123536,18.6
2026-08-17T14:10:09.204Z,123536,18.6
2026-08-17T14:10:10.210Z,123536,18.5
2026-08-17T14:10:11.217Z,123536,18.5
2026-08-17T14:10:12.224Z,123536,18.4
2026-08-17T14:10:13.232Z,123536,18.4
2026-08-17T14:10:14.238Z,123536,18.4
2026-08-17T14:10:15.245Z,123536,18.3
2026-08-17T14:10:16.251Z,123536,18.3
2026-08-17T14:10:17.258Z,123536,18.3
2026-08-17T14:10:18.265Z,123536,18.2
2026-08-17T14:10:19.271Z,123536,18.2
2026-08-17T14:10:20.278Z,123536,18.1
2026-08-17T14:10:21.284Z,123536,18.1
2026-08-17T14:10:22.291Z,123536,18.1
2026-08-17T14:10:23.299Z,123536,18.0
2026-08-17T14:10:24.305Z,123536,18.0
2026-08-17T14:10:25.312Z,123536,17.9
2026-08-17T14:10:26.319Z,123536,17.9
2026-08-17T14:10:27.325Z,123536,17.9
2026-08-17T14:10:28.333Z,123536,17.8
2026-08-17T14:10:29.339Z,123536,17.8
2026-08-17T14:10:30.345Z,123536,17.8
2026-08-17T14:10:31.352Z,123536,17.7
2026-08-17T14:10:32.360Z,123536,17.7
2026-08-17T14:10:33.367Z,123536,17.7
2026-08-17T14:10:34.374Z,123536,17.6
2026-08-17T14:10:35.380Z,123536,17.6
2026-08-17T14:10:36.387Z,123536,17.5
2026-08-17T14:10:37.395Z,123536,17.5
2026-08-17T14:10:38.402Z,123536,17.5
2026-08-17T14:10:39.409Z,123536,17.4
2026-08-17T14:10:40.415Z,123536,17.4
2026-08-17T14:10:41.422Z,123536,17.4
2026-08-17T14:10:42.429Z,123536,17.3
2026-08-17T14:10:43.436Z,123536,17.3
2026-08-17T14:10:44.442Z,123536,17.3
2026-08-17T14:10:45.448Z,123536,17.2
